dataset,model_type,train_mse,train_mape,train_r2,test_mse,test_mape,test_r2,timestamp
ACB,LinearRegression,0.01251666556905224,0.005963585125931642,0.9994247862706748,0.027866280614967535,0.004852705287298008,0.9818035736070442,2024-03-19 
