time,open,high,low,close,volume,label
2019-01-02,111.04,111.04,103.27,103.27,46990,down
2019-01-03,103.27,105.85,96.8,101.91,98800,down
2019-01-04,102.11,102.11,97.59,100.95,8540,down
2019-01-07,100.95,102.94,100.04,101.28,12270,up
2019-01-08,100.95,101.28,99.25,101.28,11600,down
2019-01-09,101.28,102.94,99.21,101.28,25150,down
2019-01-10,99.87,101.2,99.33,99.62,28560,down
2019-01-11,99.62,99.83,98.0,99.62,38820,down
2019-01-14,100.66,100.66,98.75,99.62,45290,down
2019-01-15,98.79,99.58,98.79,99.46,23500,down
2019-01-16,98.92,100.04,98.79,99.21,30300,down
2019-01-17,98.79,99.95,97.34,97.34,41400,down
2019-01-18,97.34,98.54,97.3,97.34,14340,down
2019-01-21,98.46,98.46,97.34,97.34,4770,down
2019-01-22,97.55,97.55,96.51,97.05,14570,down
2019-01-23,97.05,97.34,96.34,97.05,16500,down
2019-01-24,97.46,97.55,96.3,96.72,35920,down
2019-01-25,96.3,97.09,95.93,96.72,26850,down
2019-01-28,96.72,97.46,95.89,96.72,24370,down
2019-01-29,97.34,97.34,95.93,96.72,18620,down
2019-01-30,96.72,97.46,96.18,96.72,36010,down
2019-01-31,96.72,96.92,96.34,96.72,21200,down
2019-02-01,96.72,97.46,95.89,96.72,80480,down
2019-02-11,97.13,97.21,96.05,96.84,42810,up
2019-02-12,99.21,99.21,96.92,98.71,11200,up
2019-02-13,98.71,98.75,97.63,98.0,118000,down
2019-02-14,98.79,98.79,97.96,98.79,123270,up
2019-02-15,99.41,99.54,98.42,98.96,48220,up
2019-02-18,99.17,99.62,99.17,99.62,19000,up
2019-02-19,99.21,100.54,98.79,100.04,25550,up
2019-02-20,99.21,101.28,99.21,101.28,39420,up
2019-02-21,101.28,102.94,101.28,102.94,24550,up
2019-02-22,102.94,103.23,102.53,102.53,14040,down
2019-02-25,102.53,102.86,102.11,102.86,31140,up
2019-02-26,102.11,102.94,102.11,102.53,26360,down
2019-02-27,102.94,102.94,102.11,102.74,7770,up
2019-02-28,101.82,102.74,99.62,99.62,31930,down
