time,open,high,low,close,volume,label
2019-01-02,2.82,2.82,2.75,2.78,2033485,
2019-01-03,2.78,2.82,2.67,2.71,6882054,strong_down
2019-01-04,2.71,2.75,2.67,2.71,3820522,sideways
2019-01-07,2.75,2.78,2.71,2.78,2727864,strong_up
2019-01-08,2.78,2.78,2.71,2.71,1689051,strong_down
2019-01-09,2.75,2.78,2.71,2.78,3395083,strong_up
2019-01-10,2.78,2.78,2.71,2.71,3572910,strong_down
2019-01-11,2.71,2.75,2.71,2.71,2306683,sideways
2019-01-14,2.75,2.78,2.71,2.71,5212044,sideways
2019-01-15,2.71,2.78,2.67,2.75,3934698,weak_up
2019-01-16,2.75,2.78,2.71,2.71,1316558,weak_down
2019-01-17,2.75,2.75,2.71,2.71,2192409,sideways
2019-01-18,2.75,2.75,2.71,2.71,2322572,sideways
2019-01-21,2.71,2.82,2.71,2.78,7800814,strong_up
2019-01-22,2.78,2.82,2.71,2.71,2980253,strong_down
2019-01-23,2.71,2.78,2.71,2.75,986585,weak_up
2019-01-24,2.75,2.78,2.71,2.75,3546651,sideways
2019-01-25,2.78,2.78,2.71,2.75,2046634,sideways
2019-01-28,2.78,2.78,2.71,2.75,4082476,sideways
2019-01-29,2.75,2.75,2.71,2.75,1784661,sideways
2019-01-30,2.75,2.78,2.71,2.78,3354788,weak_up
2019-01-31,2.75,2.82,2.75,2.78,3127875,sideways
2019-02-01,2.75,2.78,2.75,2.78,1495350,sideways
2019-02-11,2.75,2.98,2.75,2.94,9468726,strong_up
2019-02-12,2.9,2.98,2.9,2.98,7180566,weak_up
2019-02-13,2.98,3.02,2.94,2.98,6728714,sideways
2019-02-14,2.98,3.05,2.94,3.05,9152025,strong_up
2019-02-15,3.05,3.05,2.98,2.98,6955297,strong_down
2019-02-18,2.98,3.02,2.94,2.98,5593251,sideways
2019-02-19,2.98,3.02,2.9,2.9,7813159,strong_down
2019-02-20,2.9,2.98,2.9,2.9,4970891,sideways
2019-02-21,2.9,2.98,2.9,2.9,2822196,sideways
2019-02-22,2.94,3.02,2.9,2.94,5760463,weak_up
2019-02-25,2.94,3.02,2.94,2.94,4821870,sideways
2019-02-26,2.98,2.98,2.9,2.94,4584332,sideways
2019-02-27,2.9,2.98,2.9,2.94,4203700,sideways
2019-02-28,2.94,2.94,2.86,2.86,4771835,strong_down
2019-03-01,2.86,2.94,2.86,2.94,3959591,strong_up
2019-03-04,2.9,2.98,2.9,2.94,4671322,sideways
2019-03-05,2.94,2.98,2.9,2.9,4242228,weak_down
2019-03-06,2.9,2.98,2.9,2.94,4924862,weak_up
2019-03-07,2.94,3.09,2.94,3.05,18895406,strong_up
2019-03-08,3.05,3.05,2.98,3.02,5751186,weak_down
2019-03-11,3.02,3.05,2.98,3.02,2760603,sideways
2019-03-12,3.02,3.13,2.98,3.13,12186115,strong_up
2019-03-13,3.13,3.21,3.05,3.05,15340168,strong_down
2019-03-14,3.05,3.13,3.05,3.05,4877970,sideways
2019-03-15,3.05,3.13,3.05,3.09,6504595,weak_up
2019-03-18,3.09,3.13,3.05,3.09,4357444,sideways
2019-03-19,3.09,3.13,3.05,3.05,9026975,weak_down
2019-03-20,3.05,3.05,2.98,3.02,6551630,weak_down
2019-03-21,3.05,3.05,2.98,2.98,6578268,weak_down
2019-03-22,2.98,2.98,2.94,2.98,4204525,sideways
2019-03-25,2.94,2.94,2.86,2.86,8605126,strong_down
2019-03-26,2.86,2.94,2.86,2.86,4178627,sideways
2019-03-27,2.9,2.98,2.9,2.94,5114273,strong_up
2019-03-28,2.98,2.98,2.9,2.94,2475298,sideways
2019-03-29,2.94,2.98,2.9,2.9,1433927,weak_down
2019-04-01,2.94,2.98,2.9,2.98,1837471,strong_up
2019-04-02,2.98,3.02,2.9,2.94,1895038,weak_down
2019-04-03,2.94,2.98,2.9,2.94,701166,sideways
2019-04-04,2.94,2.94,2.9,2.94,4877249,sideways
2019-04-05,2.94,2.94,2.9,2.9,698791,weak_down
2019-04-08,2.9,2.98,2.9,2.98,2864982,strong_up
2019-04-09,2.98,2.98,2.9,2.9,2670693,strong_down
2019-04-10,2.94,2.94,2.86,2.9,2464239,sideways
2019-04-11,2.9,2.94,2.9,2.94,1650873,weak_up
2019-04-12,2.9,2.94,2.86,2.9,1590806,weak_down
2019-04-16,2.9,2.94,2.82,2.94,5268355,weak_up
2019-04-17,2.94,2.94,2.86,2.86,1125252,strong_down
2019-04-18,2.9,2.94,2.86,2.86,2975338,sideways
2019-04-19,2.9,2.94,2.86,2.9,2359687,weak_up
2019-04-22,2.94,2.94,2.86,2.9,2006486,sideways
2019-04-23,2.9,2.94,2.86,2.9,2541541,sideways
2019-04-24,2.9,2.98,2.9,2.9,7729553,sideways
2019-04-25,2.9,2.98,2.9,2.9,2022765,sideways
2019-04-26,2.63,2.94,2.63,2.9,2091608,sideways
2019-05-02,2.94,2.94,2.86,2.9,3938332,sideways
2019-05-03,2.9,2.94,2.86,2.86,2207117,weak_down
2019-05-06,2.86,2.9,2.78,2.82,8405734,weak_down
2019-05-07,2.86,2.9,2.82,2.82,2319566,sideways
2019-05-08,2.82,2.86,2.78,2.86,2678366,weak_up
2019-05-09,2.86,2.86,2.82,2.86,1431012,sideways
2019-05-10,2.86,2.86,2.82,2.86,931795,sideways
2019-05-13,2.86,2.9,2.82,2.86,5498529,sideways
2019-05-14,2.86,2.86,2.82,2.82,1391348,weak_down
2019-05-15,2.86,2.9,2.82,2.86,3929938,weak_up
2019-05-16,2.86,2.9,2.82,2.86,3043754,sideways
2019-05-17,2.86,2.9,2.82,2.82,7641525,weak_down
2019-05-20,2.86,2.86,2.82,2.82,2016565,sideways
2019-05-21,2.82,2.86,2.78,2.78,3331288,weak_down
2019-05-22,2.78,2.86,2.75,2.78,9419235,sideways
2019-05-23,2.78,2.82,2.78,2.82,1146944,weak_up
2019-05-24,2.82,2.82,2.75,2.75,2495230,strong_down
2019-05-27,2.75,2.78,2.75,2.75,2308990,sideways
2019-05-28,2.75,2.78,2.71,2.75,2751465,sideways
2019-05-29,2.75,2.78,2.71,2.75,3669477,sideways
2019-05-30,2.75,2.78,2.71,2.78,3612109,weak_up
2019-05-31,2.78,2.78,2.71,2.71,1627897,strong_down
2019-06-03,2.75,2.75,2.67,2.71,4977725,sideways
2019-06-04,2.71,2.75,2.67,2.71,2015189,sideways
2019-06-05,2.71,2.75,2.67,2.71,1871717,sideways
2019-06-06,2.71,2.71,2.67,2.71,795858,sideways
2019-06-07,2.71,2.75,2.67,2.75,2192184,weak_up
